Area del Conocimiento,Distancia
Ciencias Exactas,0.06
Ciencias Exactas,0.21
Ciencias Exactas,0.06
Ciencias Exactas,0.23
Ciencias Exactas,0.27
Ciencias Exactas,0.24
Ciencias Exactas,0.23
Ciencias Exactas,0.09
Ciencias Exactas,0.24
Ciencias Exactas,0.06
Ciencias Exactas,0.16
Ciencias Exactas,0.06999999999999999
Ciencias Exactas,0.06
Ciencias Exactas,0.1
Ciencias Exactas,0.03
Ciencias Exactas,0.12
Ciencias Exactas,0.11
Ciencias Exactas,0.04
Ciencias Exactas,0.05
Ciencias Exactas,0.12
Ciencias Exactas,0.09
Ciencias Exactas,0.09
Ciencias Exactas,0.08
Ciencias Exactas,0.1
Ciencias Exactas,0.08
Ciencias Exactas,0.08
Ciencias Exactas,0.04
Ciencias Exactas,0.12
Ciencias Exactas,0.05
Ciencias Exactas,0.16
Ciencias Exactas,0.06
Ciencias Exactas,0.12
Ciencias Exactas,0.08
Ciencias Exactas,0.06
Ciencias Exactas,0.04
Ciencias Exactas,0.09
Ciencias Exactas,0.08
Ciencias Exactas,0.08
Ciencias Exactas,0.1
Ciencias Exactas,0.09
Ciencias Exactas,0.06999999999999999
Ciencias Exactas,0.1
Ciencias Exactas,0.11
Ciencias Exactas,0.14
Ciencias Exactas,0.21
Ciencias Exactas,0.16999999999999998
Ciencias Exactas,0.18
Ciencias Exactas,0.21000000000000002
Ciencias Exactas,0.07
Ciencias Exactas,0.25
Ciencias Exactas,0.19
Ciencias Exactas,0.16
Ciencias Exactas,0.2
Ciencias Exactas,0.2
Ciencias Exactas,0.19
Ciencias Exactas,0.09
Ciencias Exactas,0.22999999999999998
Ciencias Exactas,0.11
Ciencias Exactas,0.19
Ciencias Exactas,0.16
Ciencias Exactas,0.08
Ciencias Exactas,0.14
Ciencias Exactas,0.06
Ciencias Exactas,0.25
Ciencias Exactas,0.04
Ciencias Exactas,0.11
Ciencias Exactas,0.27
Ciencias Exactas,0.19
Ciencias Exactas,0.2
Ciencias Exactas,0.04
Ciencias Exactas,0.16
Ciencias Exactas,0.06
Ciencias Exactas,0.24000000000000002
Ciencias Exactas,0.15000000000000002
Ciencias Exactas,0.16999999999999998
Ciencias Exactas,0.04
Ciencias Exactas,0.38
Ciencias Exactas,0.11
Ciencias Exactas,0.21
Ciencias Exactas,0.25
Ciencias Exactas,0.38
Ciencias Exactas,0.24
Ciencias Exactas,0.1
Ciencias Exactas,0.22000000000000003
Ciencias Exactas,0.1
Ciencias Exactas,0.06
Ciencias Exactas,0.13
Ciencias Exactas,0.06
Ciencias Exactas,0.22999999999999998
Ciencias Exactas,0.06
Ciencias Exactas,0.22
Ciencias Exactas,0.21000000000000002
Ciencias Exactas,0.22
Ciencias Exactas,0.19
Ciencias Exactas,0.07
Ciencias Exactas,0.17
Ciencias Exactas,0.08
Ciencias Exactas,0.09000000000000001
Ciencias Exactas,0.06
Ciencias Exactas,0.11
Ciencias Exactas,0.11
Ciencias Exactas,0.09999999999999999
Ciencias Exactas,0.11
Ciencias Exactas,0.11
Ciencias Exactas,0.11
Ciencias Exactas,0.08
Ciencias Exactas,0.09000000000000001
Ciencias Exactas,0.1
Ciencias Exactas,0.03
Ciencias Exactas,0.23
Ciencias Exactas,0.11
Ciencias Exactas,0.17
Ciencias Exactas,0.2
Ciencias Exactas,0.2
Ciencias Exactas,0.21000000000000002
Ciencias Exactas,0.05
Ciencias Exactas,0.25
Ciencias Exactas,0.04
Ciencias Exactas,0.02
Ciencias Exactas,0.06
Ciencias Exactas,0.02
Ciencias Exactas,0.06
Ciencias Exactas,0.03
Ciencias Exactas,0.04
Ciencias Exactas,0.07
Ciencias Exactas,0.08
Ciencias Exactas,0.060000000000000005
Ciencias Exactas,0.12
Ciencias Exactas,0.16
Ciencias Exactas,0.31
Ciencias Exactas,0.33999999999999997
Ciencias Exactas,0.29000000000000004
Ciencias Exactas,0.05
Ciencias Exactas,0.2
Ciencias Exactas,0.03
Ciencias Exactas,0.08
Ciencias Exactas,0.09999999999999999
Ciencias Exactas,0.06999999999999999
Ciencias Exactas,0.13999999999999999
Ciencias Exactas,0.09
Ciencias Exactas,0.1
Ciencias Exactas,0.05
Ciencias Exactas,0.24
Ciencias Exactas,0.16
Ciencias Exactas,0.18
Ciencias Exactas,0.1
Ciencias Exactas,0.18
Ciencias Exactas,0.02
Ciencias Exactas,0.29000000000000004
Ciencias Exactas,0.31
Ciencias Exactas,0.05
Ciencias Exactas,0.21
Ciencias Exactas,0.04
Ciencias Exactas,0.32
Ciencias Exactas,0.060000000000000005
Ciencias Exactas,0.2
Ciencias Exactas,0.08
Ciencias Exactas,0.08
Ciencias Exactas,0.22
Ciencias Exactas,0.060000000000000005
Ciencias Exactas,0.05
Ciencias Exactas,0.07
Ciencias Exactas,0.09
Ciencias de la Computación,0.26
Ciencias de la Computación,0.19
Ciencias de la Computación,0.16999999999999998
Ciencias de la Computación,0.1
Ciencias de la Computación,0.16
Ciencias de la Computación,0.17
Ciencias de la Computación,0.28
Ciencias de la Computación,0.4
Ciencias de la Computación,0.11
Ciencias de la Computación,0.16999999999999998
Ciencias de la Computación,0.13999999999999999
Ciencias de la Computación,0.16
Ciencias de la Computación,0.13999999999999999
Ciencias de la Computación,0.26
Ciencias de la Computación,0.25
Ciencias de la Computación,0.14
Ciencias de la Computación,0.2
Ciencias de la Computación,0.15000000000000002
Ciencias de la Computación,0.15
Ciencias de la Computación,0.18
Ciencias de la Computación,0.12
Ciencias de la Computación,0.11
Ciencias de la Computación,0.06
Ciencias de la Computación,0.14
Ciencias de la Computación,0.04
Ciencias de la Computación,0.1
Ciencias de la Computación,0.1
Ciencias de la Computación,0.1
Ciencias de la Computación,0.12000000000000001
Ciencias de la Computación,0.06999999999999999
Ciencias de la Computación,0.18
Ciencias de la Computación,0.17
Ciencias de la Computación,0.09
Ciencias de la Computación,0.17
Ciencias de la Computación,0.16
Ciencias de la Computación,0.11
Ciencias de la Computación,0.16999999999999998
Ciencias de la Computación,0.19
Ciencias de la Computación,0.13
Ciencias de la Computación,0.1
Ciencias de la Computación,0.13
Ciencias de la Computación,0.13
Ciencias de la Computación,0.15
Ciencias de la Computación,0.13
Ciencias de la Computación,0.1
Ciencias de la Computación,0.14
Ciencias de la Computación,0.12000000000000001
Ciencias de la Computación,0.22999999999999998
Ciencias de la Computación,0.21000000000000002
Ciencias de la Computación,0.13
Ciencias de la Computación,0.13
Ciencias de la Computación,0.08
Ciencias de la Computación,0.22
Ciencias de la Computación,0.12
Ciencias de la Computación,0.14
Ciencias de la Computación,0.13
Ciencias de la Computación,0.06
Ciencias de la Computación,0.06
Ciencias de la Computación,0.18
Ciencias de la Computación,0.23000000000000004
Ciencias de la Computación,0.2
Ciencias de la Computación,0.13
Ciencias de la Computación,0.15000000000000002
Ciencias de la Computación,0.14
Ciencias de la Computación,0.13
Ciencias de la Computación,0.16
Ciencias de la Computación,0.12000000000000001
Ciencias de la Computación,0.12000000000000001
Ciencias de la Computación,0.08
Ciencias de la Computación,0.12000000000000001
Ciencias de la Computación,0.06
Ciencias de la Computación,0.14
Ciencias de la Computación,0.13
Ciencias de la Computación,0.11
Ciencias de la Computación,0.19
Ciencias de la Computación,0.09
Ciencias de la Computación,0.18
Ciencias de la Computación,0.21000000000000002
Ciencias de la Computación,0.09999999999999999
Ciencias de la Computación,0.13
Ciencias de la Computación,0.15999999999999998
Ciencias de la Computación,0.09
Ciencias de la Computación,0.14
Ciencias de la Computación,0.16999999999999998
Ciencias de la Computación,0.13999999999999999
Ciencias de la Computación,0.14
Ciencias de la Computación,0.16
Ciencias de la Computación,0.16
Ciencias de la Computación,0.18000000000000002
Ciencias de la Computación,0.2
Ciencias de la Computación,0.1
Ciencias de la Computación,0.13
Ciencias de la Computación,0.12
Ciencias de la Computación,0.21000000000000002
Ciencias de la Computación,0.08
Ciencias de la Computación,0.1
Ciencias de la Computación,0.16
Ciencias de la Computación,0.24000000000000002
Ciencias de la Computación,0.15000000000000002
Ciencias de la Computación,0.1
Ciencias de la Computación,0.22999999999999998
Ciencias de la Computación,0.07
Ciencias de la Computación,0.08
Ciencias de la Computación,0.19
Ciencias de la Computación,0.18
Ciencias de la Computación,0.30000000000000004
Ciencias de la Computación,0.13
Ciencias de la Computación,0.14
Ciencias de la Computación,0.12000000000000001
Ciencias de la Computación,0.12
Ciencias de la Computación,0.12
Ciencias de la Computación,0.13
Ciencias de la Computación,0.08
Ciencias de la Computación,0.05
Ciencias de la Computación,0.11
Ciencias de la Computación,0.02
Ciencias de la Computación,0.15000000000000002
Ciencias de la Computación,0.14
Ciencias de la Computación,0.16
Ciencias de la Computación,0.15000000000000002
Ciencias de la Computación,0.09000000000000001
Ciencias de la Computación,0.15000000000000002
Ciencias de la Computación,0.15
Ciencias de la Computación,0.1
Ciencias de la Computación,0.16
Ciencias de la Computación,0.16999999999999998
Ciencias de la Computación,0.13
Ciencias de la Computación,0.11000000000000001
Ciencias de la Computación,0.15000000000000002
Ciencias de la Computación,0.11
Ciencias de la Computación,0.15000000000000002
Ciencias de la Computación,0.15
Ciencias de la Computación,0.08
Ciencias de la Computación,0.16999999999999998
Ciencias de la Computación,0.16
Ciencias de la Computación,0.1
Ciencias de la Computación,0.17
Ciencias de la Computación,0.1
Ciencias de la Computación,0.1
Ciencias de la Computación,0.12
Ciencias de la Computación,0.12
Ciencias de la Computación,0.21
Ciencias de la Computación,0.1
Ciencias de la Computación,0.08
Ciencias de la Computación,0.1
Ciencias de la Computación,0.04
Ciencias de la Computación,0.06
Ciencias de la Computación,0.12000000000000001
Ciencias de la Computación,0.19
Ciencias de la Computación,0.26
Ciencias de la Computación,0.13
Ciencias de la Computación,0.17
Ciencias de la Computación,0.18
Ciencias de la Computación,0.15
Ciencias de la Computación,0.14
Ciencias de la Computación,0.12000000000000001
Ciencias de la Computación,0.08
Ciencias de la Computación,0.06
Ciencias de la Computación,0.12000000000000001
Ciencias de la Computación,0.06
Ciencias de la Computación,0.14
Ciencias de la Computación,0.11
Ciencias de la Computación,0.1
Ciencias de la Computación,0.13999999999999999
Ciencias de la Computación,0.11
Ciencias de la Computación,0.16
Ciencias de la Computación,0.21000000000000002
Ciencias de la Computación,0.14
Ciencias de la Computación,0.17
Ciencias de la Computación,0.16
Ciencias de la Computación,0.11
Ciencias de la Computación,0.17
Ciencias de la Computación,0.17
Ciencias de la Computación,0.1
Ciencias de la Computación,0.14
Ciencias de la Computación,0.16999999999999998
Ciencias de la Computación,0.12000000000000001
Ciencias de la Computación,0.17
Ciencias de la Computación,0.18000000000000002
Ciencias de la Computación,0.1
Ciencias de la Computación,0.13999999999999999
Ciencias de la Computación,0.14
Ciencias de la Computación,0.08
Ciencias de la Computación,0.08
Ciencias de la Computación,0.13
Ciencias de la Computación,0.1
Ciencias de la Computación,0.09
Ciencias de la Computación,0.16
Ciencias de la Computación,0.09
Ciencias de la Computación,0.06
Ciencias de la Computación,0.08
Ciencias de la Computación,0.14
Ciencias de la Computación,0.1
Ciencias de la Computación,0.06
Ciencias de la Computación,0.04
Ciencias de la Computación,0.06
Ciencias de la Computación,0.08
Ciencias de la Computación,0.11
Ciencias de la Computación,0.06
Ciencias de la Computación,0.05
Ciencias de la Computación,0.04
Ciencias de la Computación,0.08
Ciencias de la Computación,0.04
Ciencias de la Computación,0.06
Ciencias de la Computación,0.07
Ciencias de la Computación,0.12
Ciencias de la Computación,0.1
Ciencias de la Computación,0.08
Ciencias de la Computación,0.07
Ciencias de la Computación,0.1
Ciencias de la Computación,0.08
Ciencias de la Computación,0.12000000000000001
Ciencias de la Computación,0.08
Ciencias de la Computación,0.05
Ciencias de la Computación,0.1
Ciencias de la Computación,0.08
Ciencias de la Computación,0.09
Ciencias de la Computación,0.06
Ciencias de la Computación,0.08
Ciencias de la Computación,0.08
Ciencias de la Computación,0.09
Ciencias de la Computación,0.06
Ciencias de la Computación,0.08
Ciencias de la Computación,0.1
Ciencias de la Computación,0.06
Ciencias de la Computación,0.16
Ciencias de la Computación,0.1
Ciencias de la Computación,0.19
Ciencias de la Computación,0.08
Ciencias de la Computación,0.15
Ciencias de la Computación,0.06999999999999999
Ciencias de la Computación,0.06999999999999999
Ciencias de la Computación,0.11
Ciencias de la Computación,0.16
Ciencias de la Computación,0.14
Ciencias de la Computación,0.04
Ciencias de la Computación,0.05
Ciencias de la Computación,0.08
Ciencias de la Computación,0.11
Ciencias de la Computación,0.1
Ciencias de la Computación,0.1
Ciencias de la Computación,0.04
Ciencias de la Computación,0.04
Ciencias de la Computación,0.06
Ciencias de la Computación,0.07
Ciencias de la Computación,0.06
Ciencias de la Computación,0.13
Ciencias de la Computación,0.1
Ciencias de la Computación,0.14
Ciencias de la Computación,0.13
Ciencias de la Computación,0.07
Ciencias de la Computación,0.12
Ciencias de la Computación,0.12
Ciencias de la Computación,0.06
Ciencias de la Computación,0.08
Ciencias de la Computación,0.07
Ciencias de la Computación,0.1
Ciencias de la Computación,0.12000000000000001
Ciencias de la Computación,0.13999999999999999
Ciencias de la Computación,0.06
Ciencias de la Computación,0.09
Ciencias de la Computación,0.08
Ciencias de la Computación,0.13999999999999999
Ciencias de la Computación,0.08
Ciencias de la Computación,0.14
Ciencias de la Computación,0.1
Ciencias de la Computación,0.1
Ciencias de la Computación,0.14
Ciencias de la Computación,0.29000000000000004
Ciencias de la Computación,0.08
Ciencias de la Computación,0.26
Ciencias de la Computación,0.06
Ciencias de la Computación,0.05
Ciencias de la Computación,0.13
Ciencias de la Computación,0.06
Ciencias de la Computación,0.2
Ciencias de la Computación,0.04
Ciencias de la Computación,0.04
Ciencias de la Computación,0.02
Ciencias de la Computación,0.07
Ciencias de la Computación,0.06
Ciencias de la Computación,0.06
Ciencias de la Computación,0.04
Ciencias de la Computación,0.02
Ciencias de la Computación,0.06
Ciencias de la Computación,0.02
Ciencias de la Computación,0.04
Ciencias de la Computación,0.09
Ciencias de la Computación,0.12
Ciencias de la Computación,0.06
Ciencias de la Computación,0.04
Ciencias de la Computación,0.08
Ciencias de la Computación,0.06
Ciencias de la Computación,0.1
Ciencias de la Computación,0.08
Ciencias de la Computación,0.04
Ciencias de la Computación,0.05
Ciencias de la Computación,0.06
Ciencias de la Computación,0.05
Ciencias de la Computación,0.06
Ciencias de la Computación,0.04
Ciencias de la Computación,0.07
Ciencias de la Computación,0.06
Ciencias de la Computación,0.06
Ciencias de la Computación,0.06
Ciencias de la Computación,0.07
Ciencias de la Computación,0.04
Ciencias de la Computación,0.05
Ciencias de la Computación,0.14
Ciencias de la Computación,0.1
Ciencias de la Computación,0.16
Ciencias de la Computación,0.05
Ciencias de la Computación,0.06
Ciencias de la Computación,0.2
Ciencias de la Computación,0.21
Ciencias de la Computación,0.41000000000000003
Ciencias de la Computación,0.16
Ciencias de la Computación,0.18
Ciencias de la Computación,0.12
Ciencias de la Computación,0.16
Ciencias de la Computación,0.13
Ciencias de la Computación,0.11
Ciencias de la Computación,0.07
Ciencias de la Computación,0.06
Ciencias de la Computación,0.13
Ciencias de la Computación,0.04
Ciencias de la Computación,0.11
Ciencias de la Computación,0.1
Ciencias de la Computación,0.12000000000000001
Ciencias de la Computación,0.13
Ciencias de la Computación,0.06
Ciencias de la Computación,0.16999999999999998
Ciencias de la Computación,0.14
Ciencias de la Computación,0.09
Ciencias de la Computación,0.15
Ciencias de la Computación,0.17
Ciencias de la Computación,0.11
Ciencias de la Computación,0.14
Ciencias de la Computación,0.15000000000000002
Ciencias de la Computación,0.12000000000000001
Ciencias de la Computación,0.11
Ciencias de la Computación,0.16
Ciencias de la Computación,0.09000000000000001
Ciencias de la Computación,0.16
Ciencias de la Computación,0.12
Ciencias de la Computación,0.08
Ciencias de la Computación,0.1
Ciencias de la Computación,0.11
Ciencias de la Computación,0.13
Ciencias de la Computación,0.19
Ciencias de la Computación,0.16
Ciencias de la Computación,0.18
Ciencias de la Computación,0.12
Ciencias de la Computación,0.09
Ciencias de la Computación,0.15
Ciencias de la Computación,0.04
Ciencias de la Computación,0.05
Ciencias de la Computación,0.06
Ciencias de la Computación,0.08
Ciencias de la Computación,0.08
Ciencias de la Computación,0.07
Ciencias de la Computación,0.08
Ciencias de la Computación,0.03
Ciencias de la Computación,0.07
Ciencias de la Computación,0.05
Ciencias de la Computación,0.06
Ciencias de la Computación,0.11
Ciencias de la Computación,0.14
Ciencias de la Computación,0.08
Ciencias de la Computación,0.06999999999999999
Ciencias de la Computación,0.06999999999999999
Ciencias de la Computación,0.07
Ciencias de la Computación,0.09
Ciencias de la Computación,0.1
Ciencias de la Computación,0.08
Ciencias de la Computación,0.06
Ciencias de la Computación,0.08
Ciencias de la Computación,0.09
Ciencias de la Computación,0.1
Ciencias de la Computación,0.06
Ciencias de la Computación,0.08
Ciencias de la Computación,0.06
Ciencias de la Computación,0.1
Ciencias de la Computación,0.09
Ciencias de la Computación,0.08
Ciencias de la Computación,0.08
Ciencias de la Computación,0.08
Ciencias de la Computación,0.22
Ciencias de la Computación,0.03
Ciencias de la Computación,0.02
Ciencias de la Computación,0.1
Ciencias de la Computación,0.13
Ciencias de la Computación,0.1
Ciencias de la Computación,0.04
Ciencias de la Computación,0.06
Ciencias de la Computación,0.06
Ciencias de la Computación,0.06
Ciencias de la Computación,0.08
Ciencias de la Computación,0.07
Ciencias de la Computación,0.06
Ciencias de la Computación,0.03
Ciencias de la Computación,0.04
Ciencias de la Computación,0.01
Ciencias de la Computación,0.04
Ciencias de la Computación,0.06
Ciencias de la Computación,0.12
Ciencias de la Computación,0.1
Ciencias de la Computación,0.08
Ciencias de la Computación,0.08
Ciencias de la Computación,0.08
Ciencias de la Computación,0.05
Ciencias de la Computación,0.07
Ciencias de la Computación,0.06
Ciencias de la Computación,0.06
Ciencias de la Computación,0.06
Ciencias de la Computación,0.06
Ciencias de la Computación,0.1
Ciencias de la Computación,0.04
Ciencias de la Computación,0.09
Ciencias de la Computación,0.07
Ciencias de la Computación,0.06
Ciencias de la Computación,0.06999999999999999
Ciencias de la Computación,0.07
Ciencias de la Computación,0.08
Ciencias de la Computación,0.04
Ciencias de la Computación,0.08
Ciencias de la Computación,0.060000000000000005
Ciencias de la Computación,0.1
Ciencias de la Computación,0.1
Ciencias de la Computación,0.18
Ciencias de la Computación,0.07
Ciencias de la Computación,0.06
Ciencias de la Computación,0.07
Ciencias de la Computación,0.08
Ciencias de la Computación,0.09
Ciencias de la Computación,0.07
Ciencias de la Computación,0.06
Ciencias de la Computación,0.03
Ciencias de la Computación,0.05
Ciencias de la Computación,0.03
Ciencias de la Computación,0.06
Ciencias de la Computación,0.09999999999999999
Ciencias de la Computación,0.14
Ciencias de la Computación,0.12
Ciencias de la Computación,0.06
Ciencias de la Computación,0.09
Ciencias de la Computación,0.08
Ciencias de la Computación,0.08
Ciencias de la Computación,0.08
Ciencias de la Computación,0.06
Ciencias de la Computación,0.05
Ciencias de la Computación,0.08
Ciencias de la Computación,0.06
Ciencias de la Computación,0.11
Ciencias de la Computación,0.06
Ciencias de la Computación,0.1
Ciencias de la Computación,0.08
Ciencias de la Computación,0.1
Ciencias de la Computación,0.07
Ciencias de la Computación,0.08
Ciencias de la Computación,0.09
Ciencias de la Computación,0.06
Ciencias de la Computación,0.71
Ciencias de la Computación,0.09
Ciencias de la Computación,0.05
Ciencias de la Computación,0.06
Ciencias de la Computación,0.04
Ciencias de la Computación,0.04
Ciencias de la Computación,0.05
Ciencias de la Computación,0.06
Ciencias de la Computación,0.06
Ciencias de la Computación,0.08
Ciencias de la Computación,0.05
Ciencias de la Computación,0.02
Ciencias de la Computación,0.04
Ciencias de la Computación,0.04
Ciencias de la Computación,0.05
Ciencias de la Computación,0.09
Ciencias de la Computación,0.06
Ciencias de la Computación,0.06
Ciencias de la Computación,0.2
Ciencias de la Computación,0.1
Ciencias de la Computación,0.06
Ciencias de la Computación,0.11000000000000001
Ciencias de la Computación,0.08
Ciencias de la Computación,0.13
Ciencias de la Computación,0.13
Ciencias de la Computación,0.08
Ciencias de la Computación,0.1
Ciencias de la Computación,0.07
Ciencias de la Computación,0.05
Ciencias de la Computación,0.1
Ciencias de la Computación,0.08
Ciencias de la Computación,0.1
Ciencias de la Computación,0.06
Ciencias de la Computación,0.12
Ciencias de la Computación,0.12
Ciencias de la Computación,0.17
Ciencias de la Computación,0.1
Ciencias de la Computación,0.07
Ciencias de la Computación,0.08
Ciencias de la Computación,0.04
Ciencias de la Computación,0.04
Ciencias de la Computación,0.04
Ciencias de la Computación,0.06
Ciencias de la Computación,0.06
Ciencias de la Computación,0.08
Ciencias de la Computación,0.06
Ciencias de la Computación,0.02
Ciencias de la Computación,0.03
Ciencias de la Computación,0.08
Ciencias de la Computación,0.04
Ciencias de la Computación,0.09
Ciencias de la Computación,0.05
Ciencias de la Computación,0.05
Ciencias de la Computación,0.16
Ciencias de la Computación,0.09
Ciencias de la Computación,0.06
Ciencias de la Computación,0.12
Ciencias de la Computación,0.08
Ciencias de la Computación,0.12
Ciencias de la Computación,0.13
Ciencias de la Computación,0.1
Ciencias de la Computación,0.1
Ciencias de la Computación,0.08
Ciencias de la Computación,0.04
Ciencias de la Computación,0.09000000000000001
Ciencias de la Computación,0.08
Ciencias de la Computación,0.12000000000000001
Ciencias de la Computación,0.06
Ciencias de la Computación,0.12
Ciencias de la Computación,0.13
Ciencias de la Computación,0.14
Ciencias de la Computación,0.19
Ciencias de la Computación,0.18
Ciencias de la Computación,0.1
Ciencias de la Computación,0.1
Ciencias de la Computación,0.06
Ciencias de la Computación,0.09000000000000001
Ciencias de la Computación,0.1
Ciencias de la Computación,0.07
Ciencias de la Computación,0.04
Ciencias de la Computación,0.03
Ciencias de la Computación,0.06
Ciencias de la Computación,0.02
Ciencias de la Computación,0.07
Ciencias de la Computación,0.11
Ciencias de la Computación,0.1
Ciencias de la Computación,0.08
Ciencias de la Computación,0.06
Ciencias de la Computación,0.09
Ciencias de la Computación,0.08
Ciencias de la Computación,0.08
Ciencias de la Computación,0.1
Ciencias de la Computación,0.09
Ciencias de la Computación,0.11
Ciencias de la Computación,0.08
Ciencias de la Computación,0.08
Ciencias de la Computación,0.08
Ciencias de la Computación,0.07
Ciencias de la Computación,0.1
Ciencias de la Computación,0.06
Ciencias de la Computación,0.1
Ciencias de la Computación,0.06
Ciencias de la Computación,0.06
Ciencias de la Computación,0.07
Ciencias de la Computación,0.08
Ciencias de la Computación,0.2
Ciencias de la Computación,0.13
Ciencias de la Computación,0.17
Ciencias de la Computación,0.16
Ciencias de la Computación,0.13
Ciencias de la Computación,0.16999999999999998
Ciencias de la Computación,0.11
Ciencias de la Computación,0.08
Ciencias de la Computación,0.09
Ciencias de la Computación,0.13
Ciencias de la Computación,0.03
Ciencias de la Computación,0.11000000000000001
Ciencias de la Computación,0.06
Ciencias de la Computación,0.1
Ciencias de la Computación,0.16999999999999998
Ciencias de la Computación,0.08
Ciencias de la Computación,0.18
Ciencias de la Computación,0.19
Ciencias de la Computación,0.1
Ciencias de la Computación,0.14
Ciencias de la Computación,0.16
Ciencias de la Computación,0.09
Ciencias de la Computación,0.15
Ciencias de la Computación,0.14
Ciencias de la Computación,0.09
Ciencias de la Computación,0.11000000000000001
Ciencias de la Computación,0.13
Ciencias de la Computación,0.15000000000000002
Ciencias de la Computación,0.18000000000000002
Ciencias de la Computación,0.14
Ciencias de la Computación,0.08
Ciencias de la Computación,0.17
Ciencias de la Computación,0.13
Ciencias de la Computación,0.13
Ciencias de la Computación,0.15000000000000002
Ciencias de la Computación,0.1
Ciencias de la Computación,0.12
Ciencias de la Computación,0.14
Ciencias de la Computación,0.12000000000000001
Ciencias de la Computación,0.08
Ciencias de la Computación,0.06
Ciencias de la Computación,0.11
Ciencias de la Computación,0.02
Ciencias de la Computación,0.12
Ciencias de la Computación,0.09000000000000001
Ciencias de la Computación,0.12000000000000001
Ciencias de la Computación,0.14
Ciencias de la Computación,0.08
Ciencias de la Computación,0.17
Ciencias de la Computación,0.13
Ciencias de la Computación,0.06
Ciencias de la Computación,0.13999999999999999
Ciencias de la Computación,0.12000000000000001
Ciencias de la Computación,0.12000000000000001
Ciencias de la Computación,0.14
Ciencias de la Computación,0.14
Ciencias de la Computación,0.08
Ciencias de la Computación,0.12
Ciencias de la Computación,0.13999999999999999
Ciencias de la Computación,0.08
Ciencias de la Computación,0.15
Ciencias de la Computación,0.13
Ciencias de la Computación,0.09
Ciencias de la Computación,0.12000000000000001
Ciencias de la Computación,0.09
Ciencias de la Computación,0.21
Ciencias de la Computación,0.25
Ciencias de la Computación,0.25
Ciencias de la Computación,0.21000000000000002
Ciencias de la Computación,0.11
Ciencias de la Computación,0.13
Ciencias de la Computación,0.1
Ciencias de la Computación,0.15000000000000002
Ciencias de la Computación,0.06
Ciencias de la Computación,0.26
Ciencias de la Computación,0.13
Ciencias de la Computación,0.12
Ciencias de la Computación,0.2
Ciencias de la Computación,0.04
Ciencias de la Computación,0.2
Ciencias de la Computación,0.22999999999999998
Ciencias de la Computación,0.1
Ciencias de la Computación,0.22999999999999998
Ciencias de la Computación,0.2
Ciencias de la Computación,0.15000000000000002
Ciencias de la Computación,0.26
Ciencias de la Computación,0.25
Ciencias de la Computación,0.16999999999999998
Ciencias de la Computación,0.26
Ciencias de la Computación,0.16
Ciencias de la Computación,0.18
Ciencias de la Computación,0.14
Ciencias de la Computación,0.13
Ciencias de la Computación,0.08
Ciencias de la Computación,0.21000000000000002
Ciencias de la Computación,0.14
Ciencias de la Computación,0.18
Ciencias de la Computación,0.15
Ciencias de la Computación,0.16
Ciencias de la Computación,0.1
Ciencias de la Computación,0.12000000000000001
Ciencias de la Computación,0.17
Ciencias de la Computación,0.16
Ciencias de la Computación,0.0
Ciencias de la Computación,0.14
Ciencias de la Computación,0.02
Ciencias de la Computación,0.06
Ciencias de la Computación,0.08
Ciencias de la Computación,0.02
Ciencias de la Computación,0.2
Ciencias de la Computación,0.16
Ciencias de la Computación,0.06
Ciencias de la Computación,0.17
Ciencias de la Computación,0.21999999999999997
Ciencias de la Computación,0.17
Ciencias de la Computación,0.18
Ciencias de la Computación,0.16
Ciencias de la Computación,0.04
Ciencias de la Computación,0.14
Ciencias de la Computación,0.09
Ciencias de la Computación,0.1
Ciencias de la Computación,0.13
Ciencias de la Computación,0.11
Ciencias de la Computación,0.06
Ciencias de la Computación,0.14
Ciencias de la Computación,0.11000000000000001
Ciencias de la Computación,0.25
Ciencias de la Computación,0.21000000000000002
Ciencias de la Computación,0.18
Ciencias de la Computación,0.18
Ciencias de la Computación,0.13
Ciencias de la Computación,0.14
Ciencias de la Computación,0.11
Ciencias de la Computación,0.22999999999999998
Ciencias de la Computación,0.12000000000000001
Ciencias de la Computación,0.11
Ciencias de la Computación,0.21
Ciencias de la Computación,0.04
Ciencias de la Computación,0.16
Ciencias de la Computación,0.23
Ciencias de la Computación,0.04
Ciencias de la Computación,0.14
Ciencias de la Computación,0.18
Ciencias de la Computación,0.12
Ciencias de la Computación,0.25
Ciencias de la Computación,0.2
Ciencias de la Computación,0.12
Ciencias de la Computación,0.22999999999999998
Ciencias de la Computación,0.23
Ciencias de la Computación,0.22999999999999998
Ciencias de la Computación,0.13
Ciencias de la Computación,0.13
Ciencias de la Computación,0.07
Ciencias de la Computación,0.2
Ciencias de la Computación,0.11
Ciencias de la Computación,0.24000000000000002
Ciencias de la Computación,0.13
Ciencias de la Computación,0.12
Ciencias de la Computación,0.07
Ciencias de la Computación,0.17
Ciencias de la Computación,0.11
Ciencias de la Computación,0.22000000000000003
Ciencias de la Computación,0.1
Ciencias de la Computación,0.12
Ciencias de la Computación,0.19
Ciencias de la Computación,0.04
Ciencias de la Computación,0.23
Ciencias de la Computación,0.25
Ciencias de la Computación,0.1
Ciencias de la Computación,0.24
Ciencias de la Computación,0.23
